Date,Index_Value,Unit,Sequence No.,Industry
2021-05-31,135.1969229,Index,70,Jute Goods
2021-05-31,116.1664691,Index,80,Paper & Board
2021-05-31,111.2892301,Index,90,Cement
2021-05-31,97.34036348,Index,100,Automobiles
2021-05-31,123.4749674,Index,110,Fertilizers
2021-04-30,115.3870824,Index,10,Overall
2021-04-30,118.8171549,Index,20,Vegetable Ghee
2021-04-30,111.2510703,Index,30,Tea Blended
2021-04-30,114.5921303,Index,40,Cigarettes
2021-04-30,101.4459007,Index,50,Cotton Yarn
2021-04-30,100.9831762,Index,60,Cotton Cloth
2021-04-30,150.5390325,Index,70,Jute Goods
2021-04-30,129.1822594,Index,80,Paper & Board
2021-04-30,143.1248589,Index,90,Cement
2021-04-30,110.1156106,Index,100,Automobiles
2021-04-30,116.3525364,Index,110,Fertilizers
2021-03-31,121.7185765,Index,10,Overall
2021-03-31,115.6928044,Index,20,Vegetable Ghee
2021-03-31,117.4157222,Index,30,Tea Blended
2021-03-31,120.4439296,Index,40,Cigarettes
2021-03-31,101.3137638,Index,50,Cotton Yarn
2021-03-31,100.9658549,Index,60,Cotton Cloth
2021-03-31,171.4069018,Index,70,Jute Goods
2021-03-31,129.8903877,Index,80,Paper & Board
2021-03-31,159.516821,Index,90,Cement
2021-03-31,129.568806,Index,100,Automobiles
2021-03-31,106.9621009,Index,110,Fertilizers
2021-02-28,127.1687009,Index,10,Overall
2021-02-28,115.1214891,Index,20,Vegetable Ghee
2021-02-28,98.08588138,Index,30,Tea Blended
2021-02-28,100.511939,Index,40,Cigarettes
2021-02-28,101.3084783,Index,50,Cotton Yarn
2021-02-28,100.9600811,Index,60,Cotton Cloth
2021-02-28,145.5766835,Index,70,Jute Goods
2021-02-28,115.6019336,Index,80,Paper & Board
2021-02-28,137.2657485,Index,90,Cement
2021-02-28,102.3597277,Index,100,Automobiles
2021-02-28,92.26989648,Index,110,Fertilizers
2021-01-31,126.44852,Index,10,Overall
2021-01-31,119.5808421,Index,20,Vegetable Ghee
2021-01-31,105.9223033,Index,30,Tea Blended
2021-01-31,100.9827734,Index,40,Cigarettes
2021-01-31,101.119963,Index,50,Cotton Yarn
2021-01-31,100.9369861,Index,60,Cotton Cloth
2021-01-31,142.7162902,Index,70,Jute Goods
2021-01-31,127.939101,Index,80,Paper & Board
2021-01-31,144.9875818,Index,90,Cement
2021-01-31,107.2440228,Index,100,Automobiles
2021-01-31,92.55205119,Index,110,Fertilizers
2020-12-31,123.2406649,Index,10,Overall
2020-12-31,123.2368735,Index,20,Vegetable Ghee
2020-12-31,120.2455412,Index,30,Tea Blended
2020-12-31,83.11348604,Index,40,Cigarettes
2020-12-31,101.0318717,Index,50,Cotton Yarn
2020-12-31,100.9543074,Index,60,Cotton Cloth
2020-12-31,130.3429222,Index,70,Jute Goods
2020-12-31,122.0596696,Index,80,Paper & Board
2020-12-31,139.9751637,Index,90,Cement
2020-12-31,91.31301446,Index,100,Automobiles
2020-12-31,107.3618996,Index,110,Fertilizers
2020-11-30,112.1291906,Index,10,Overall
2020-11-30,125.914612,Index,20,Vegetable Ghee
2020-11-30,105.5740179,Index,30,Tea Blended
2020-11-30,94.48077426,Index,40,Cigarettes
2020-11-30,100.8116436,Index,50,Cotton Yarn
2020-11-30,100.9254385,Index,60,Cotton Cloth
2020-11-30,114.1340268,Index,70,Jute Goods
2020-11-30,127.3234228,Index,80,Paper & Board
2020-11-30,135.7755701,Index,90,Cement
2020-11-30,86.91042995,Index,100,Automobiles
2020-11-30,111.0608579,Index,110,Fertilizers
2020-10-31,111.4803514,Index,10,Overall
2020-10-31,118.212972,Index,20,Vegetable Ghee
2020-10-31,90.91990887,Index,30,Tea Blended
2020-10-31,95.15339487,Index,40,Cigarettes
2020-10-31,100.7411705,Index,50,Cotton Yarn
2020-10-31,100.8965697,Index,60,Cotton Cloth
2020-10-31,117.796197,Index,70,Jute Goods
2020-10-31,128.2085831,Index,80,Paper & Board
2020-10-31,173.504177,Index,90,Cement
2020-10-31,86.41086457,Index,100,Automobiles
2020-10-31,124.7880191,Index,110,Fertilizers
2020-09-30,106.909355,Index,10,Overall
2020-09-30,111.2730278,Index,20,Vegetable Ghee
2020-09-30,86.30512705,Index,30,Tea Blended
2020-09-30,94.00993984,Index,40,Cigarettes
2020-09-30,100.5561789,Index,50,Cotton Yarn
2020-09-30,100.8446058,Index,60,Cotton Cloth
2020-09-30,120.8516171,Index,70,Jute Goods
2020-09-30,117.9780972,Index,80,Paper & Board
2020-09-30,140.3138406,Index,90,Cement
2020-09-30,91.20480515,Index,100,Automobiles
2020-09-30,117.8334019,Index,110,Fertilizers
2020-08-31,95.81295647,Index,10,Overall
2020-08-31,107.2690451,Index,20,Vegetable Ghee
2020-08-31,77.6328201,Index,30,Tea Blended
2020-08-31,88.22540264,Index,40,Cigarettes
2020-08-31,100.5826063,Index,50,Cotton Yarn
2020-08-31,100.8677009,Index,60,Cotton Cloth
2020-08-31,93.33116637,Index,70,Jute Goods
2020-08-31,107.1024278,Index,80,Paper & Board
2020-08-31,103.8722059,Index,90,Cement
2020-08-31,58.15393977,Index,100,Automobiles
2020-08-31,116.4069593,Index,110,Fertilizers
2020-07-31,107.326752,Index,10,Overall
2020-07-31,115.2925937,Index,20,Vegetable Ghee
2020-07-31,73.54046641,Index,30,Tea Blended
2020-07-31,108.0901312,Index,40,Cigarettes
2020-07-31,100.816929,Index,50,Cotton Yarn
2020-07-31,100.3330501,Index,60,Cotton Cloth
2020-07-31,105.9212308,Index,70,Jute Goods
2020-07-31,111.3138237,Index,80,Paper & Board
2020-07-31,138.8575299,Index,90,Cement
2020-07-31,64.60100137,Index,100,Automobiles
2020-07-31,106.5396251,Index,110,Fertilizers
2020-06-30,95.3643872,Index,10,Overall
2020-06-30,113.7729529,Index,20,Vegetable Ghee
2020-06-30,74.84653674,Index,30,Tea Blended
2020-06-30,102.372856,Index,40,Cigarettes
2020-06-30,92.01097382,Index,50,Cotton Yarn
2020-06-30,91.84214907,Index,60,Cotton Cloth
2020-06-30,85.83346877,Index,70,Jute Goods
2020-06-30,98.7484817,Index,80,Paper & Board
2020-06-30,119.3158727,Index,90,Cement
2020-06-30,50.98321397,Index,100,Automobiles
2020-06-30,100.2071767,Index,110,Fertilizers
2020-05-31,81.28568538,Index,10,Overall
2020-05-31,110.8226071,Index,20,Vegetable Ghee
2020-05-31,104.6597687,Index,30,Tea Blended
2020-05-31,96.18474646,Index,40,Cigarettes
2020-05-31,70.77604587,Index,50,Cotton Yarn
2020-05-31,70.64780698,Index,60,Cotton Cloth
2020-05-31,79.67928924,Index,70,Jute Goods
2020-05-31,101.2131613,Index,80,Paper & Board
2020-05-31,75.15240461,Index,90,Cement
2020-05-31,10.20368207,Index,100,Automobiles
2020-05-31,109.2048297,Index,110,Fertilizers
2020-04-30,66.44725088,Index,10,Overall
2020-04-30,116.6266295,Index,20,Vegetable Ghee
2020-04-30,105.0428826,Index,30,Tea Blended
2020-04-30,83.13590673,Index,40,Cigarettes
2020-04-30,35.04023862,Index,50,Cotton Yarn
2020-04-30,35.46362864,Index,60,Cotton Cloth
2020-04-30,120.4615635,Index,70,Jute Goods
2020-04-30,95.80778253,Index,80,Paper & Board
2020-04-30,112.3052608,Index,90,Cement
2020-04-30,0.104150043,Index,100,Automobiles
2020-04-30,103.5000101,Index,110,Fertilizers
2020-03-31,99.30293421,Index,10,Overall
2020-03-31,115.0315867,Index,20,Vegetable Ghee
2020-03-31,116.57113,Index,30,Tea Blended
2020-03-31,89.79485072,Index,40,Cigarettes
2020-03-31,73.96142601,Index,50,Cotton Yarn
2020-03-31,74.12361442,Index,60,Cotton Cloth
2020-03-31,156.693212,Index,70,Jute Goods
2020-03-31,126.5838222,Index,80,Paper & Board
2020-03-31,101.4675999,Index,90,Cement
2020-03-31,50.96741983,Index,100,Automobiles
2020-03-31,100.4028928,Index,110,Fertilizers
2020-02-29,121.3830344,Index,10,Overall
2020-02-29,120.7225061,Index,20,Vegetable Ghee
2020-02-29,110.8679563,Index,30,Tea Blended
2020-02-29,101.4087665,Index,40,Cigarettes
2020-02-29,101.301431,Index,50,Cotton Yarn
2020-02-29,100.9947237,Index,60,Cotton Cloth
2020-02-29,150.1923181,Index,70,Jute Goods
2020-02-29,121.4400574,Index,80,Paper & Board
2020-02-29,122.9058478,Index,90,Cement
2020-02-29,73.90505807,Index,100,Automobiles
2020-02-29,94.43879538,Index,110,Fertilizers
2020-01-31,121.755431,Index,10,Overall
2020-01-31,123.4253786,Index,20,Vegetable Ghee
2020-01-31,111.1639989,Index,30,Tea Blended
2020-01-31,68.8987706,Index,40,Cigarettes
2020-01-31,101.1111539,Index,50,Cotton Yarn
2020-01-31,100.9254385,Index,60,Cotton Cloth
2020-01-31,142.8246384,Index,70,Jute Goods
2020-01-31,111.9963807,Index,80,Paper & Board
2020-01-31,104.9898397,Index,90,Cement
2020-01-31,82.15216436,Index,100,Automobiles
2020-01-31,90.88362458,Index,110,Fertilizers
2019-12-31,113.5902423,Index,10,Overall
2019-12-31,121.6495643,Index,20,Vegetable Ghee
2019-12-31,98.63443092,Index,30,Tea Blended
2019-12-31,88.53929225,Index,40,Cigarettes
2019-12-31,100.8292618,Index,50,Cotton Yarn
2019-12-31,100.9831762,Index,60,Cotton Cloth
2019-12-31,131.6864402,Index,70,Jute Goods
2019-12-31,128.0630234,Index,80,Paper & Board
2019-12-31,118.0627681,Index,90,Cement
2019-12-31,61.10325689,Index,100,Automobiles
2019-12-31,95.57828926,Index,110,Fertilizers
2019-11-30,104.6620433,Index,10,Overall
2019-11-30,120.8481761,Index,20,Vegetable Ghee
2019-11-30,87.61119738,Index,30,Tea Blended
2019-11-30,80.44542431,Index,40,Cigarettes
2019-11-30,100.7587888,Index,50,Cotton Yarn
2019-11-30,100.9023435,Index,60,Cotton Cloth
2019-11-30,124.838832,Index,70,Jute Goods
2019-11-30,130.8070203,Index,80,Paper & Board
2019-11-30,120.1964326,Index,90,Cement
2019-11-30,54.21102071,Index,100,Automobiles
2019-11-30,101.3880687,Index,110,Fertilizers
2019-10-31,109.9960739,Index,10,Overall
2019-10-31,117.0916086,Index,20,Vegetable Ghee
2019-10-31,89.63125281,Index,30,Tea Blended
2019-10-31,101.2742424,Index,40,Cigarettes
2019-10-31,100.6971249,Index,50,Cotton Yarn
2019-10-31,100.8677009,Index,60,Cotton Cloth
2019-10-31,128.0676093,Index,70,Jute Goods
2019-10-31,131.1335461,Index,80,Paper & Board
2019-10-31,138.6543238,Index,90,Cement
2019-10-31,71.83313494,Index,100,Automobiles
2019-10-31,105.1960249,Index,110,Fertilizers
2019-09-30,103.0560226,Index,10,Overall
2019-09-30,116.4023568,Index,20,Vegetable Ghee
2019-09-30,99.50514447,Index,30,Tea Blended
2019-09-30,87.2613131,Index,40,Cigarettes
2019-09-30,100.5403225,Index,50,Cotton Yarn
2019-09-30,100.8099632,Index,60,Cotton Cloth
2019-09-30,106.5713202,Index,70,Jute Goods
2019-09-30,118.0803824,Index,80,Paper & Board
2019-09-30,115.6581621,Index,90,Cement
2019-09-30,62.76260712,Index,100,Automobiles
2019-09-30,109.1904186,Index,110,Fertilizers
2019-08-31,105.5345281,Index,10,Overall
2019-08-31,115.0857215,Index,20,Vegetable Ghee
2019-08-31,84.13705031,Index,30,Tea Blended
2019-08-31,72.44123912,Index,40,Cigarettes
2019-08-31,100.4592785,Index,50,Cotton Yarn
2019-08-31,100.8099632,Index,60,Cotton Cloth
2019-08-31,82.32298608,Index,70,Jute Goods
2019-08-31,109.0733847,Index,80,Paper & Board
2019-08-31,88.90268684,Index,90,Cement
2019-08-31,73.49042044,Index,100,Automobiles
2019-08-31,112.3696477,Index,110,Fertilizers
2019-07-31,109.0565733,Index,10,Overall
2019-07-31,114.5173062,Index,20,Vegetable Ghee
2019-07-31,76.06553571,Index,30,Tea Blended
2019-07-31,61.49994395,Index,40,Cigarettes
2019-07-31,100.7305996,Index,50,Cotton Yarn
2019-07-31,100.7926419,Index,60,Cotton Cloth
2019-07-31,100.2654532,Index,70,Jute Goods
2019-07-31,116.7978835,Index,80,Paper & Board
2019-07-31,107.3267103,Index,90,Cement
2019-07-31,109.5301881,Index,100,Automobiles
2019-07-31,111.8875448,Index,110,Fertilizers
2019-06-30,108.3410464,Index,10,Overall
2019-06-30,114.5888415,Index,20,Vegetable Ghee
2019-06-30,66.53122234,Index,30,Tea Blended
2019-06-30,23.56414185,Index,40,Cigarettes
2019-06-30,100.7552651,Index,50,Cotton Yarn
2019-06-30,100.7522255,Index,60,Cotton Cloth
2019-06-30,77.8807086,Index,70,Jute Goods
2019-06-30,103.0936352,Index,80,Paper & Board
2019-06-30,98.62271393,Index,90,Cement
2019-06-30,87.73693916,Index,100,Automobiles
2019-06-30,108.4506,Index,110,Fertilizers
2019-05-31,121.9616211,Index,10,Overall
2019-05-31,113.1977708,Index,20,Vegetable Ghee
2019-05-31,84.69430698,Index,30,Tea Blended
2019-05-31,105.668697,Index,40,Cigarettes
2019-05-31,100.6178428,Index,50,Cotton Yarn
2019-05-31,100.5790126,Index,60,Cotton Cloth
2019-05-31,223.6957582,Index,70,Jute Goods
2019-05-31,121.2413881,Index,80,Paper & Board
2019-05-31,119.6884172,Index,90,Cement
2019-05-31,84.9553604,Index,100,Automobiles
2019-05-31,105.0443303,Index,110,Fertilizers
2019-04-30,122.2302826,Index,10,Overall
2019-04-30,111.6626629,Index,20,Vegetable Ghee
2019-04-30,91.84286523,Index,30,Tea Blended
2019-04-30,135.2864243,Index,40,Cigarettes
2019-04-30,100.494515,Index,50,Cotton Yarn
2019-04-30,99.82842291,Index,60,Cotton Cloth
2019-04-30,114.6540983,Index,70,Jute Goods
2019-04-30,111.5223282,Index,80,Paper & Board
2019-04-30,133.5403026,Index,90,Cement
2019-04-30,100.3902129,Index,100,Automobiles
2019-04-30,97.91726253,Index,110,Fertilizers
2019-03-31,126.7123317,Index,10,Overall
2019-03-31,110.0221856,Index,20,Vegetable Ghee
2019-03-31,113.0273259,Index,30,Tea Blended
2019-03-31,134.658645,Index,40,Cigarettes
2019-03-31,101.3049546,Index,50,Cotton Yarn
2019-03-31,101.2141269,Index,60,Cotton Cloth
2019-03-31,110.8619102,Index,70,Jute Goods
2019-03-31,128.2420225,Index,80,Paper & Board
2019-03-31,121.0431249,Index,90,Cement
2019-03-31,123.7446697,Index,100,Automobiles
2019-03-31,96.69303078,Index,110,Fertilizers
2019-02-28,120.340854,Index,10,Overall
2019-02-28,109.9951182,Index,20,Vegetable Ghee
2019-02-28,120.7766765,Index,30,Tea Blended
2019-02-28,129.793356,Index,40,Cigarettes
2019-02-28,101.2961455,Index,50,Cotton Yarn
2019-02-28,100.9831762,Index,60,Cotton Cloth
2019-02-28,102.4974267,Index,70,Jute Goods
2019-02-28,112.970057,Index,80,Paper & Board
2019-02-28,96.48904945,Index,90,Cement
2019-02-28,117.1987748,Index,100,Automobiles
2019-02-28,80.23341691,Index,110,Fertilizers
2019-01-31,130.537712,Index,10,Overall
2019-01-31,116.3056875,Index,20,Vegetable Ghee
2019-01-31,135.2131071,Index,30,Tea Blended
2019-01-31,138.0441688,Index,40,Cigarettes
2019-01-31,101.1023447,Index,50,Cotton Yarn
2019-01-31,100.5790126,Index,60,Cotton Cloth
2019-01-31,113.3972588,Index,70,Jute Goods
2019-01-31,123.03728,Index,80,Paper & Board
2019-01-31,111.8311131,Index,90,Cement
2019-01-31,137.2023414,Index,100,Automobiles
2019-01-31,88.84576118,Index,110,Fertilizers
2018-12-31,108.1474972,Index,10,Overall
2018-12-31,109.7979129,Index,20,Vegetable Ghee
2018-12-31,128.8743125,Index,30,Tea Blended
2018-12-31,110.6685101,Index,40,Cigarettes
2018-12-31,100.9702078,Index,50,Cotton Yarn
2018-12-31,100.5212749,Index,60,Cotton Cloth
2018-12-31,120.0065009,Index,70,Jute Goods
2018-12-31,99.34842368,Index,80,Paper & Board
2018-12-31,109.3926394,Index,90,Cement
2018-12-31,91.38445365,Index,100,Automobiles
2018-12-31,106.0631038,Index,110,Fertilizers
2018-11-30,108.7206791,Index,10,Overall
2018-11-30,107.5484192,Index,20,Vegetable Ghee
2018-11-30,116.2750874,Index,30,Tea Blended
2018-11-30,118.0000747,Index,40,Cigarettes
2018-11-30,100.6160809,Index,50,Cotton Yarn
2018-11-30,100.4924061,Index,60,Cotton Cloth
2018-11-30,121.4583672,Index,70,Jute Goods
2018-11-30,99.92279435,Index,80,Paper & Board
2018-11-30,111.0521562,Index,90,Cement
2018-11-30,131.3543514,Index,100,Automobiles
2018-11-30,104.4160282,Index,110,Fertilizers
2018-10-31,117.5795774,Index,10,Overall
2018-10-31,113.1378359,Index,20,Vegetable Ghee
2018-10-31,118.1035859,Index,30,Tea Blended
2018-10-31,128.1118045,Index,40,Cigarettes
2018-10-31,100.6883158,Index,50,Cotton Yarn
2018-10-31,100.838832,Index,60,Cotton Cloth
2018-10-31,130.2129043,Index,70,Jute Goods
2018-10-31,136.8103741,Index,80,Paper & Board
2018-10-31,134.1160533,Index,90,Cement
2018-10-31,151.9763156,Index,100,Automobiles
2018-10-31,107.5503229,Index,110,Fertilizers
2018-09-30,106.3742805,Index,10,Overall
2018-09-30,111.3136869,Index,20,Vegetable Ghee
2018-09-30,102.7441989,Index,30,Tea Blended
2018-09-30,121.2286536,Index,40,Cigarettes
2018-09-30,100.5086096,Index,50,Cotton Yarn
2018-09-30,100.7522255,Index,60,Cotton Cloth
2018-09-30,115.7809199,Index,70,Jute Goods
2018-09-30,115.6471751,Index,80,Paper & Board
2018-09-30,109.6974486,Index,90,Cement
2018-09-30,128.2819222,Index,100,Automobiles
2018-09-30,94.30942068,Index,110,Fertilizers
2018-08-31,105.7955192,Index,10,Overall
2018-08-31,114.2649994,Index,20,Vegetable Ghee
2018-08-31,106.2531745,Index,30,Tea Blended
2018-08-31,114.8387579,Index,40,Cigarettes
2018-08-31,100.4293275,Index,50,Cotton Yarn
2018-08-31,100.6944879,Index,60,Cotton Cloth
2018-08-31,106.5279809,Index,70,Jute Goods
2018-08-31,114.3607422,Index,80,Paper & Board
2018-08-31,101.1966584,Index,90,Cement
2018-08-31,122.5475442,Index,100,Automobiles
2018-08-31,97.32375178,Index,110,Fertilizers
2018-07-31,107.0524089,Index,10,Overall
2018-07-31,113.5834812,Index,20,Vegetable Ghee
2018-07-31,104.6945972,Index,30,Tea Blended
2018-07-31,101.7226561,Index,40,Cigarettes
2018-07-31,100.3183325,Index,50,Cotton Yarn
2018-07-31,100.6367502,Index,60,Cotton Cloth
2018-07-31,117.1894469,Index,70,Jute Goods
2018-07-31,118.5150944,Index,80,Paper & Board
2018-07-31,105.4639874,Index,90,Cement
2018-07-31,147.1711758,Index,100,Automobiles
2018-07-31,96.33431174,Index,110,Fertilizers
2018-06-30,100.5631733,Index,10,Overall
2018-06-30,105.8083725,Index,20,Vegetable Ghee
2018-06-30,86.26159137,Index,30,Tea Blended
2018-06-30,35.53678861,Index,40,Cigarettes
2018-06-30,100.5086096,Index,50,Cotton Yarn
2018-06-30,99.42425925,Index,60,Cotton Cloth
2018-06-30,111.3386424,Index,70,Jute Goods
2018-06-30,120.2401735,Index,80,Paper & Board
2018-06-30,89.3768345,Index,90,Cement
2018-06-30,107.3651866,Index,100,Automobiles
2018-06-30,94.3296243,Index,110,Fertilizers
2018-05-31,109.044513,Index,10,Overall
2018-05-31,104.3931345,Index,20,Vegetable Ghee
2018-05-31,94.2895703,Index,30,Tea Blended
2018-05-31,124.8608049,Index,40,Cigarettes
2018-05-31,100.5896536,Index,50,Cotton Yarn
2018-05-31,100.0016359,Index,60,Cotton Cloth
2018-05-31,144.6015494,Index,70,Jute Goods
2018-05-31,121.4774309,Index,80,Paper & Board
2018-05-31,118.401445,Index,90,Cement
2018-05-31,121.0058694,Index,100,Automobiles
2018-05-31,82.75248365,Index,110,Fertilizers
2018-04-30,118.0876108,Index,10,Overall
2018-04-30,113.5670474,Index,20,Vegetable Ghee
2018-04-30,97.88561726,Index,30,Tea Blended
2018-04-30,140.7346512,Index,40,Cigarettes
2018-04-30,100.4680876,Index,50,Cotton Yarn
2018-04-30,99.77645901,Index,60,Cotton Cloth
2018-04-30,143.7781028,Index,70,Jute Goods
2018-04-30,121.1056636,Index,80,Paper & Board
2018-04-30,128.1892075,Index,90,Cement
2018-04-30,139.814049,Index,100,Automobiles
2018-04-30,87.13357998,Index,110,Fertilizers
2018-03-31,126.7263791,Index,10,Overall
2018-03-31,103.7928184,Index,20,Vegetable Ghee
2018-03-31,123.057946,Index,30,Tea Blended
2018-03-31,139.8602444,Index,40,Cigarettes
2018-03-31,101.2961455,Index,50,Cotton Yarn
2018-03-31,101.1563892,Index,60,Cotton Cloth
2018-03-31,149.1521751,Index,70,Jute Goods
2018-03-31,124.6620409,Index,80,Paper & Board
2018-03-31,137.1302777,Index,90,Cement
2018-03-31,141.6309718,Index,100,Automobiles
2018-03-31,95.3191157,Index,110,Fertilizers
2018-02-28,118.3342332,Index,10,Overall
2018-02-28,105.1384545,Index,20,Vegetable Ghee
2018-02-28,117.3547722,Index,30,Tea Blended
2018-02-28,116.5427301,Index,40,Cigarettes
2018-02-28,101.2873364,Index,50,Cotton Yarn
2018-02-28,100.9254385,Index,60,Cotton Cloth
2018-02-28,134.8502086,Index,70,Jute Goods
2018-02-28,124.2863395,Index,80,Paper & Board
2018-02-28,115.3194852,Index,90,Cement
2018-02-28,124.1001817,Index,100,Automobiles
2018-02-28,82.15573926,Index,110,Fertilizers
2018-01-31,124.5784875,Index,10,Overall
2018-01-31,110.6959703,Index,20,Vegetable Ghee
2018-01-31,122.9795818,Index,30,Tea Blended
2018-01-31,116.2288405,Index,40,Cigarettes
2018-01-31,101.1023447,Index,50,Cotton Yarn
2018-01-31,100.7810944,Index,60,Cotton Cloth
2018-01-31,150.3006663,Index,70,Jute Goods
2018-01-31,127.8486179,Index,80,Paper & Board
2018-01-31,123.4815986,Index,90,Cement
2018-01-31,139.81984,Index,100,Automobiles
2018-01-31,87.61101123,Index,110,Fertilizers
2017-12-31,113.8088498,Index,10,Overall
2017-12-31,116.1896844,Index,20,Vegetable Ghee
2017-12-31,173.5593319,Index,30,Tea Blended
2017-12-31,100.4222563,Index,40,Cigarettes
2017-12-31,100.9649224,Index,50,Cotton Yarn
2017-12-31,100.4635372,Index,60,Cotton Cloth
2017-12-31,143.4530581,Index,70,Jute Goods
2017-12-31,126.2749996,Index,80,Paper & Board
2017-12-31,117.1483405,Index,90,Cement
2017-12-31,117.1416552,Index,100,Automobiles
2017-12-31,96.94296189,Index,110,Fertilizers
2017-11-30,101.7103592,Index,10,Overall
2017-11-30,104.297432,Index,20,Vegetable Ghee
2017-11-30,125.948715,Index,30,Tea Blended
2017-11-30,109.3681103,Index,40,Cigarettes
2017-11-30,100.5826063,Index,50,Cotton Yarn
2017-11-30,100.3480619,Index,60,Cotton Cloth
2017-11-30,131.0580205,Index,70,Jute Goods
2017-11-30,116.8982016,Index,80,Paper & Board
2017-11-30,122.8719801,Index,90,Cement
2017-11-30,123.082895,Index,100,Automobiles
2017-11-30,88.35351178,Index,110,Fertilizers
2017-10-31,107.8387471,Index,10,Overall
2017-10-31,112.1692099,Index,20,Vegetable Ghee
2017-10-31,115.3347168,Index,30,Tea Blended
2017-10-31,117.1480886,Index,40,Cigarettes
2017-10-31,100.646032,Index,50,Cotton Yarn
2017-10-31,100.5790126,Index,60,Cotton Cloth
2017-10-31,129.5411452,Index,70,Jute Goods
2017-10-31,120.0887127,Index,80,Paper & Board
2017-10-31,125.615263,Index,90,Cement
2017-10-31,136.6234227,Index,100,Automobiles
2017-10-31,82.50545676,Index,110,Fertilizers
2017-09-30,103.1322175,Index,10,Overall
2017-09-30,104.1823956,Index,20,Vegetable Ghee
2017-09-30,89.39616015,Index,30,Tea Blended
2017-09-30,86.9250028,Index,40,Cigarettes
2017-09-30,100.4857059,Index,50,Cotton Yarn
2017-09-30,100.7118092,Index,60,Cotton Cloth
2017-09-30,111.793705,Index,70,Jute Goods
2017-09-30,109.6752937,Index,80,Paper & Board
2017-09-30,96.18424023,Index,90,Cement
2017-09-30,126.6689119,Index,100,Automobiles
2017-09-30,91.18156514,Index,110,Fertilizers
2017-08-31,108.357507,Index,10,Overall
2017-08-31,112.1015414,Index,20,Vegetable Ghee
2017-08-31,106.5579242,Index,30,Tea Blended
2017-08-31,114.3455028,Index,40,Cigarettes
2017-08-31,100.4011383,Index,50,Cotton Yarn
2017-08-31,100.5616913,Index,60,Cotton Cloth
2017-08-31,130.5812883,Index,70,Jute Goods
2017-08-31,111.7859092,Index,80,Paper & Board
2017-08-31,115.996839,Index,90,Cement
2017-08-31,134.1199098,Index,100,Automobiles
2017-08-31,108.1218433,Index,110,Fertilizers
2017-07-31,105.8831883,Index,10,Overall
2017-07-31,109.5804071,Index,20,Vegetable Ghee
2017-07-31,102.3784992,Index,30,Tea Blended
2017-07-31,122.1479018,Index,40,Cigarettes
2017-07-31,100.2971906,Index,50,Cotton Yarn
2017-07-31,100.5328224,Index,60,Cotton Cloth
2017-07-31,127.0057966,Index,70,Jute Goods
2017-07-31,114.000777,Index,80,Paper & Board
2017-07-31,103.8722059,Index,90,Cement
2017-07-31,129.0086247,Index,100,Automobiles
2017-07-31,103.3032426,Index,110,Fertilizers
2017-06-30,101.955001,Index,10,Overall
2017-06-30,105.203223,Index,20,Vegetable Ghee
2017-06-30,102.8399774,Index,30,Tea Blended
2017-06-30,93.15795374,Index,40,Cigarettes
2017-06-30,100.4328511,Index,50,Cotton Yarn
2017-06-30,99.39539042,Index,60,Cotton Cloth
2017-06-30,112.2270979,Index,70,Jute Goods
2017-06-30,98.44556018,Index,80,Paper & Board
2017-06-30,89.81711447,Index,90,Cement
2017-06-30,84.97482017,Index,100,Automobiles
2017-06-30,103.8589771,Index,110,Fertilizers
2017-05-31,104.7952005,Index,10,Overall
2017-05-31,109.998985,Index,20,Vegetable Ghee
2017-05-31,114.0199393,Index,30,Tea Blended
2017-05-31,43.49613243,Index,40,Cigarettes
2017-05-31,100.5861299,Index,50,Cotton Yarn
2017-05-31,100.1171112,Index,60,Cotton Cloth
2017-05-31,138.2306734,Index,70,Jute Goods
2017-05-31,115.3403195,Index,80,Paper & Board
2017-05-31,110.205464,Index,90,Cement
2017-05-31,127.7410893,Index,100,Automobiles
2017-05-31,114.0731206,Index,110,Fertilizers
2017-04-30,107.3096068,Index,10,Overall
2017-04-30,101.7395633,Index,20,Vegetable Ghee
2017-04-30,103.3275769,Index,30,Tea Blended
2017-04-30,80.01943126,Index,40,Cigarettes
2017-04-30,100.4152329,Index,50,Cotton Yarn
2017-04-30,99.67253121,Index,60,Cotton Cloth
2017-04-30,141.6978168,Index,70,Jute Goods
2017-04-30,114.4276209,Index,80,Paper & Board
2017-04-30,113.0842177,Index,90,Cement
2017-04-30,116.7467921,Index,100,Automobiles
2017-04-30,91.84787252,Index,110,Fertilizers
2017-03-31,123.4979099,Index,10,Overall
2017-03-31,104.7933453,Index,20,Vegetable Ghee
2017-03-31,119.4009491,Index,30,Tea Blended
2017-03-31,55.89477224,Index,40,Cigarettes
2017-03-31,101.2873364,Index,50,Cotton Yarn
2017-03-31,101.0409139,Index,60,Cotton Cloth
2017-03-31,153.5294436,Index,70,Jute Goods
2017-03-31,121.8078907,Index,80,Paper & Board
2017-03-31,118.5707835,Index,90,Cement
2017-03-31,124.5115386,Index,100,Automobiles
2017-03-31,112.1160909,Index,110,Fertilizers
2017-02-28,113.3549977,Index,10,Overall
2017-02-28,99.90961424,Index,20,Vegetable Ghee
2017-02-28,116.6756157,Index,30,Tea Blended
2017-02-28,64.14558499,Index,40,Cigarettes
2017-02-28,101.1640086,Index,50,Cotton Yarn
